abandonmentDate, adValoremTax, applyNormalization, asOfDate, beforeIncomeTaxCashFlow, discountDate, dripCondensateBoeConversion, dripCondensateRisk, dryGasBoeConversion, firstDiscountCashFlow, firstDiscountRoi, firstDiscountNetIncome, firstDiscountPayout, firstDiscountPayoutDuration, firstDiscountRoiUndiscountedCapex, firstDiscountedCapex, forecastName, gasRevenue, gasProductionAsOfDate, gasRisk, gasTcRisk, grossGasSalesVolume, grossGasWellHeadVolume, grossNglSalesVolume, grossOilSalesVolume, grossOilWellHeadVolume, grossWaterWellHeadVolume, irr, netGasSalesVolume, netNglSalesVolume, netOilSalesVolume, netProfit, netIncome, nglRevenue, nglBoeConversion, nglRisk, oilRevenue, oilBoeConversion, oilProductionAsOfDate, oilRisk, oilTcRisk, payoutDuration, secondDiscountCashFlow, secondDiscountRoi, secondDiscountNetIncome, secondDiscountPayout, secondDiscountPayoutDuration, secondDiscountRoiUndiscountedCapex, secondDiscountedCapex, totalCapex, totalExpense, totalFixedExpense, totalIntangibleCapex, totalProductionTax, totalRevenue, totalSeveranceTax, totalTangibleCapex, totalVariableExpense, totalGrossCapex, undiscountedPayout, undiscountedRoi, waterProductionAsOfDate, waterRisk, waterTcRisk, wellLife, wetGasBoeConversion, 
12/31/2026, 187360.4600413063, None, 01/01/2022, 1566301.9716800395, 12/02/2021, 1, 100, 6, 1051648.0067779263, 1.4206592027111697, 3551648.006777927, 07/2023, 20, 1.4206592027111697, 2500000, Weld County Single, 1229586.2930315302, 0, 100, None, 485011.9181490635, 485011.9181490635, 0, 119440.68847709571, 119440.68847709571, 0, 54.42202607199713, 363758.9386117977, 0, 89580.51635782179, 0, 4066301.97168004, 0, 1, 100, 5015762.375012014, 1, 0, 100, None, 17, 849899.4212310803, 1.339959768492432, 3349899.4212310803, 08/2023, 21, 1.339959768492432, 2500000, 2500000, 1679418.8029200207, 0, 0, 499627.89344348345, 6245348.668043544, 312267.4334021771, 2500000, 1679418.8029200207, 2500000, 04/2023, 1.626520788672016, 0, 100, None, 5.08, 6, 
