id,comboName,well,output.abandonmentDate,output.adValoremTax,output.applyNormalization,output.asOfDate,output.beforeIncomeTaxCashFlow,output.discountDate,output.dripCondensateBoeConversion,output.dripCondensateRisk,output.dryGasBoeConversion,output.firstDiscountCashFlow,output.firstDiscountRoi,output.firstDiscountNetIncome,output.firstDiscountPayout,output.firstDiscountPayoutDuration,output.firstDiscountRoiUndiscountedCapex,output.firstDiscountedCapex,output.forecastName,output.gasRevenue,output.gasProductionAsOfDate,output.gasRisk,output.gasTcRisk,output.grossGasSalesVolume,output.grossGasWellHeadVolume,output.grossNglSalesVolume,output.grossOilSalesVolume,output.grossOilWellHeadVolume,output.grossWaterWellHeadVolume,output.irr,output.netGasSalesVolume,output.netNglSalesVolume,output.netOilSalesVolume,output.netProfit,output.netIncome,output.nglRevenue,output.nglBoeConversion,output.nglRisk,output.oilRevenue,output.oilBoeConversion,output.oilProductionAsOfDate,output.oilRisk,output.oilTcRisk,output.payoutDuration,output.secondDiscountCashFlow,output.secondDiscountRoi,output.secondDiscountNetIncome,output.secondDiscountPayout,output.secondDiscountPayoutDuration,output.secondDiscountRoiUndiscountedCapex,output.secondDiscountedCapex,output.totalCapex,output.totalExpense,output.totalFixedExpense,output.totalIntangibleCapex,output.totalProductionTax,output.totalRevenue,output.totalSeveranceTax,output.totalTangibleCapex,output.totalVariableExpense,output.totalGrossCapex,output.undiscountedPayout,output.undiscountedRoi,output.waterProductionAsOfDate,output.waterRisk,output.waterTcRisk,output.wellLife,output.wetGasBoeConversion
61c0bcc8a4762eadf4fbcb63,01-Default 1,61a9326fb763c20015f3f1f7,12/31/2026,187.36046004130628,,01/01/2022,1566.3019716800393,12/02/2021,1,100,6,1051.6480067779257,1.4206592027111697,3551.6480067779266,07/2023,20,1.4206592027111697,2500,Weld County Single,1229.5862930315302,0,100,,485.0119181490636,485.0119181490636,0,119.44068847709569,119.44068847709569,0,54.42202607199713,363.7589386117977,0,89.58051635782178,0,4066.3019716800395,0,1,100,5015.762375012014,1,0,100,,17,849.8994212310806,1.339959768492432,3349.8994212310804,08/2023,21,1.339959768492432,2500,2500,1679.418802920021,0,0,499.6278934434835,6245.3486680435435,312.26743340217723,2500,1679.418802920021,2500,04/2023,1.626520788672016,0,100,,5.08,6
